,revision_id,article_quality,article_title,country,population,region
3288,1056918597,Stub,Charles Luca,France,65.9,WESTERN EUROPE
6235,1151802964,Stub,Charles Myeza,South Africa,60.7,SOUTHERN AFRICA
6213,1247585508,Start,Charles Saunders (colonial administrator),South Africa,60.7,SOUTHERN AFRICA
2940,1229301303,Start,Charles Tambu,Indonesia,278.7,SOUTHEAST ASIA
5046,1166086181,Start,Charles Thomi Pitot,Mauritania,4.9,WESTERN AFRICA
5696,1189328836,Start,Charles Udoh,Nigeria,223.8,WESTERN AFRICA
3339,1242210186,C,Charles de Varigny,France,65.9,WESTERN EUROPE
6572,1134567603,Start,Charles-Alexandre Steinhäuslin,Switzerland,8.8,WESTERN EUROPE
1839,1232708031,Stub,Charoen Suepsaeng,Thailand,66.0,SOUTHEAST ASIA
1840,1167987847,Stub,Chatchawal Kong-udom,Thailand,66.0,SOUTHEAST ASIA
140,1141930406,C,Chatin Sarachi,Albania,2.7,SOUTHERN EUROPE
2545,1226438941,Stub,Chato Galante,Spain,48.3,SOUTHERN EUROPE
3891,1241441147,Stub,Chaudhary Rishipal Singh,India,1428.6,SOUTH ASIA
833,1224955194,Start,Chaudhry Abdul Rehman Khan,Pakistan,240.5,SOUTH ASIA
888,1249717582,Start,Chaudhry Muhammad Riaz,Pakistan,240.5,SOUTH ASIA
182,1234096174,Start,Chaâbane Aït Abderrahim,Algeria,46.8,NORTHERN AFRICA
1987,1232905225,Stub,Checho Hirane,Chile,20.0,SOUTH AMERICA
6662,1246267692,C,Chedly Ayari,Tunisia,11.9,NORTHERN AFRICA
1711,1245373592,C,Cheery Zahau,Myanmar,55.4,SOUTHEAST ASIA
4983,1233509228,Stub,Cheick Bougadary Traoré,Mali,23.3,WESTERN AFRICA
6070,1226291269,Stub,Cheikh Abdoul Khadre Cissokho,Senegal,18.3,WESTERN AFRICA
6079,1128458376,Start,Cheikh Sadibou Fall,Senegal,18.3,WESTERN AFRICA
4605,1248823634,B,Chelagat Mutai,Kenya,55.1,EASTERN AFRICA
4584,1246061231,Stub,Chelule Liza,Kenya,55.1,EASTERN AFRICA
1799,1243810904,Stub,Chem Snguon,Cambodia,17.0,SOUTHEAST ASIA
4892,1242594720,Start,Chen Tien,Malaysia,33.4,SOUTHEAST ASIA
7022,1246239471,Start,Chenhamo Chimutengwende,Zimbabwe,16.7,EASTERN AFRICA
17,1193992206,Start,Cheragh Ali Cheragh,Afghanistan,42.4,SOUTH ASIA
239,1053461144,Stub,Cherif Rahmani,Algeria,46.8,NORTHERN AFRICA
5848,1171166173,C,Cherubim Dambui,Papua New Guinea,9.5,OCEANIA
323,1242813942,Stub,Cheryl Mary Clare Hurst,Antigua and Barbuda,0.1,CARIBBEAN
5401,1240717301,Stub,Chet Narayan Acharya,Nepal,30.9,SOUTH ASIA
3906,1242318759,Stub,Chetti Thanuja Rani,India,1428.6,SOUTH ASIA
1800,1243810911,Stub,Chhan Sokhom,Cambodia,17.0,SOUTHEAST ASIA
1417,1241844844,C,Chi Hyun Chung,Bolivia,12.2,SOUTH AMERICA
4710,1238777882,C,Chibli Mallat,Lebanon,5.4,WESTERN ASIA
5035,1240586443,Start,Chief Commissioner of Rodrigues,Mauritania,4.9,WESTERN AFRICA
5639,1241972007,Stub,Chigozie Ogbu,Nigeria,223.8,WESTERN AFRICA
4291,1173106315,Stub,Chiharu Araki,Japan,124.5,EAST ASIA
5262,1051560376,Stub,Chilkhaajavyn Avday,Mongolia,3.5,EAST ASIA
5506,1126818356,Stub,Chima Anyaso,Nigeria,223.8,WESTERN AFRICA
625,1245503366,Start,Chimnaz Aslanova,Azerbaijan,10.2,WESTERN ASIA
4893,1249683366,B,Chin Peng,Malaysia,33.4,SOUTHEAST ASIA
5428,1225880924,C,Chiri Babu Maharjan,Nepal,30.9,SOUTH ASIA
3793,1232091907,Stub,Chirri Balaraju,India,1428.6,SOUTH ASIA
6587,1235021705,Start,Chiu Feng-chia,Taiwan,23.4,EAST ASIA
6243,1248055796,C,Cho Jeong-sik,Korea (South),51.4,EAST ASIA
1841,1067190492,Stub,Chob Yodkaew,Thailand,66.0,SOUTHEAST ASIA
1390,1240180535,Stub,Chogyal Dago Rigdzin,Bhutan,0.8,SOUTH ASIA
6244,1248055386,C,Choi Bae-geun,Korea (South),51.4,EAST ASIA
6245,1211890387,C,Choi Gyung-hwan,Korea (South),51.4,EAST ASIA
6246,1248055430,C,Choi Hye-young,Korea (South),51.4,EAST ASIA
6247,1243716877,C,Choi Jong-won,Korea (South),51.4,EAST ASIA
6248,1170460727,Start,Choi Sae-hwang,Korea (South),51.4,EAST ASIA
1374,1154610749,Start,Choida Jamtsho,Bhutan,0.8,SOUTH ASIA
1372,967051066,Stub,Choki Gyeltshen,Bhutan,0.8,SOUTH ASIA
1842,1235669240,C,Cholnan Srikaew,Thailand,66.0,SOUTHEAST ASIA
4894,1219857937,Stub,Chong Ted Tsiung,Malaysia,33.4,SOUTHEAST ASIA
1843,1225928531,C,Chonthicha Jaengraew,Thailand,66.0,SOUTHEAST ASIA
2670,1210382017,Start,Choukri Djibah,Djibouti,1.1,EASTERN AFRICA
750,1237261756,Stub,Chowdhury Shamsuddin Ahmed,Bangladesh,173.5,SOUTH ASIA
5511,1239442745,Start,Chris Ayebusiwa,Nigeria,223.8,WESTERN AFRICA
5547,1213553243,Start,Chris Ekiyor,Nigeria,223.8,WESTERN AFRICA
5641,1188502780,C,Chris Ogiemwonyi,Nigeria,223.8,WESTERN AFRICA
2023,1245997885,FA,Chris Watson,Chile,20.0,SOUTH AMERICA
6144,1246853229,GA,Christiaan Frederik Beyers,South Africa,60.7,SOUTHERN AFRICA
3382,1150862730,Start,Christian August von Eyben,Germany,84.9,WESTERN EUROPE
1947,1227146224,Stub,Christian Georges Diguimbaye,Chad,18.3,MIDDLE AFRICA
4856,1190559088,Stub,Christian Rémi Richard,Madagascar,30.4,EASTERN AFRICA
3427,1240259800,Stub,Christian Theodor Overbeck,Germany,84.9,WESTERN EUROPE
3381,1226174343,Stub,Christian Wilhelm Karl Ewald,Germany,84.9,WESTERN EUROPE
6164,1247391424,Start,Christina Jasson,South Africa,60.7,SOUTHERN AFRICA
6784,1246242774,Start,Christine Akello,Uganda,48.6,EASTERN AFRICA
6786,1233561488,Start,Christine Apolot,Uganda,48.6,EASTERN AFRICA
6790,1246242978,Start,Christine Bukenya Ssendawula,Uganda,48.6,EASTERN AFRICA
3166,1241866380,Start,Christoffer Dulny,Sweden,10.5,NORTHERN EUROPE
3147,1223403006,Start,Christoffer Taxell,Finland,5.6,NORTHERN EUROPE
3403,1241312980,Start,Christoph Ernst von Houwald,Germany,84.9,WESTERN EUROPE
524,1215054758,Start,Christoph Matznetter,Austria,9.2,WESTERN EUROPE
1690,1188339738,Start,Christophe Kalenzaga,Burkina Faso,22.9,WESTERN AFRICA
5582,1220771535,Start,Christopher Imumolen,Nigeria,223.8,WESTERN AFRICA
6105,1242261320,Start,Christopher Okoro Cole,Sierra Leone,8.9,WESTERN AFRICA
5495,1244830459,C,Christopher Pere Ajuwa,Nigeria,223.8,WESTERN AFRICA
2620,1238915793,Start,Christos Christou (politician),Cyprus,1.3,WESTERN ASIA
3474,1083450519,Stub,Christos Daralexis,Greece,10.6,SOUTHERN EUROPE
4810,1246933180,C,Christos Floros,Luxembourg,0.7,WESTERN EUROPE
2630,1227623663,Stub,Christos Patsalides,Cyprus,1.3,WESTERN ASIA
3520,1118204132,Stub,Christos Xanthopoulos-Palamas,Greece,10.6,SOUTHERN EUROPE
3281,1243543068,Stub,Chrétien François de Lamoignon de Basville,France,65.9,WESTERN EUROPE
6945,1244809536,Start,Chu Văn An,Vietnam,98.9,SOUTHEAST ASIA
6249,1211894746,Stub,Chun Yung-woo,Korea (South),51.4,EAST ASIA
6250,1248054380,GA,Chung Woon-chun,Korea (South),51.4,EAST ASIA
1801,1243810923,Stub,Chuon Saodi,Cambodia,17.0,SOUTHEAST ASIA
1844,1067190867,Start,Chuwit Chitsakul,Thailand,66.0,SOUTHEAST ASIA
6719,1230258434,Stub,Cihan Alptekin,Turkey,85.6,WESTERN ASIA
4588,1193550529,Start,Ciokaraine M'Barungu,Kenya,55.1,EASTERN AFRICA
1488,1248173582,Start,Cipriano Barata,Brazil,204.0,SOUTH AMERICA
2272,1227718585,Stub,Cipriano Pérez y Arias,Costa Rica,5.3,CENTRAL AMERICA
6331,1173314826,Start,Cirino Hiteng Ofuho,South Sudan,11.1,EASTERN AFRICA
5898,1246359132,C,Ciro Castillo Rojo,Peru,33.8,SOUTH AMERICA
2110,1228551844,Start,Ciro Luis Urriola,Colombia,52.2,SOUTH AMERICA
6437,1219814539,Start,Cissy Cooray,Sri Lanka,22.7,SOUTH ASIA
488,1200893975,C,Citizens' Ministry,Austria,9.2,WESTERN EUROPE
5832,1231616496,C,Clara González,Panama,4.5,CENTRAL AMERICA
4759,1181575494,C,Clarence Lorenzo Simpson Jr.,Liberia,5.4,WESTERN AFRICA
6186,1247395705,C,Clarence Mini,South Africa,60.7,SOUTHERN AFRICA
2485,1227200999,FA,Claro Abánades López,Spain,48.3,SOUTHERN EUROPE
3335,1190063231,Stub,Claude Taleb,France,65.9,WESTERN EUROPE
3569,1231969782,Start,Claudia Ortiz (El Salvador),El Salvador,6.4,CENTRAL AMERICA
2067,1245229882,Stub,Claudio Galán Pachón,Colombia,52.2,SOUTH AMERICA
1537,1246064580,Start,Claudio Modesto,Brazil,204.0,SOUTH AMERICA
2012,1246584115,C,Claudio Reyes,Chile,20.0,SOUTH AMERICA
404,1245464700,C,Claudio Uberti,Argentina,46.3,SOUTH AMERICA
2021,1240166459,B,Claudio Vicuña Subercaseaux,Chile,20.0,SOUTH AMERICA
5951,1246361993,Start,Claudio Zolla,Peru,33.8,SOUTH AMERICA
5642,1246220069,Start,Clem Ohameze,Nigeria,223.8,WESTERN AFRICA
310,1241563106,Stub,Clement Antonio,Antigua and Barbuda,0.1,CARIBBEAN
4589,1153745409,Start,Cleopa Kilonzo Mailu,Kenya,55.1,EASTERN AFRICA
2182,1156020993,Stub,Clovis Kabongo Malemba,Congo DR,102.3,MIDDLE AFRICA
6629,1230364278,Start,Clément Nyaletsossi Voule,Togo,9.1,WESTERN AFRICA
1897,1217696496,Start,Clémentine Ananga Messina,Cameroon,28.1,MIDDLE AFRICA
929,1090593974,Stub,Colin Everett Jordan,Barbados,0.3,CARIBBEAN
314,1241563118,Stub,Colin O'Neil Browne,Antigua and Barbuda,0.1,CARIBBEAN
4210,1208072184,C,Coluccio Salutati,Italy,58.8,SOUTHERN EUROPE
2447,1193703609,Stub,Concepción Campa Huergo,Cuba,11.0,CARIBBEAN
6504,1244057987,Start,Conradin Cramer,Switzerland,8.8,WESTERN EUROPE
2859,1182379636,Start,Constant Karma,Indonesia,278.7,SOUTHEAST ASIA
5105,1189661987,Stub,Constantin Mihăilescu,Moldova,3.4,EASTERN EUROPE
5106,1154939115,Start,Constantin Mimi,Moldova,3.4,EASTERN EUROPE
4801,1249938719,Stub,Corinne Cahen,Luxembourg,0.7,WESTERN EUROPE
6169,1244010267,C,Cornelis Jacobus Langenhoven,South Africa,60.7,SOUTHERN AFRICA
4871,1165970443,Start,Cornelius Mwalwanda,Malawi,19.8,EASTERN AFRICA
5399,1077993801,Stub,Cornelius van Wyk,Namibia,2.6,SOUTHERN AFRICA
4642,1246061286,Stub,Cornelly Serem,Kenya,55.1,EASTERN AFRICA
2243,1247058625,Start,Correque,Costa Rica,5.3,CENTRAL AMERICA
1118,1247679202,C,Count Kasimir Felix Badeni,Poland,37.7,EASTERN EUROPE
554,1214682376,Start,Count Václav Antonín Chotek of Chotkov and Vojnín,Czechia,10.9,EASTERN EUROPE
6472,1230349981,Start,Craig Ondarchie,Sri Lanka,22.7,SOUTH ASIA
5818,1179986072,Stub,Crispiano Adames,Panama,4.5,CENTRAL AMERICA
4571,1194993707,Start,Crispus Makau Kiamba,Kenya,55.1,EASTERN AFRICA
5084,1232591535,Stub,Cristina Gherasimov,Moldova,3.4,EASTERN EUROPE
2113,1245235067,Start,Cristóbal de Vergara Azcárate,Colombia,52.2,SOUTH AMERICA
925,1219669780,Stub,Crystal Haynes,Barbados,0.3,CARIBBEAN
552,1243965585,Start,Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Austria,9.2,WESTERN EUROPE
3462,1227609154,Start,Curt Wach,Germany,84.9,WESTERN EUROPE
180,1133928574,Start,Cvetko Veljković,Kosovo,1.7,SOUTHERN EUROPE
922,1200176178,Start,Cynthia Y. Forde,Barbados,0.3,CARIBBEAN
5569,1241090533,Stub,Cyril Godwin Hart,Nigeria,223.8,WESTERN AFRICA
1787,1235862392,Stub,Cyrille Ndayirukiye,Burundi,13.2,EASTERN AFRICA
1337,1244463135,Stub,Cyrille Tahay,Belgium,11.8,WESTERN EUROPE
6643,1248439529,C,Cyrus Prudhomme David,Trinidad and Tobago,1.4,CARIBBEAN
1535,1238920549,Start,Cândido Mendes de Almeida,Brazil,204.0,SOUTH AMERICA
2176,1053664162,Stub,Célestin Cibalonza Byaterana,Congo DR,102.3,MIDDLE AFRICA
4835,1190559033,Stub,Césaire Rabenoro,Madagascar,30.4,EASTERN AFRICA
6905,1218574777,C,César González Martínez,Venezuela,28.8,SOUTH AMERICA
5946,1246360016,Start,César Vásquez Bazán,Peru,33.8,SOUTH AMERICA
3579,1231944759,Stub,César Yanes Urías,El Salvador,6.4,CENTRAL AMERICA
5659,1243230589,Stub,D. K. Onwenu,Nigeria,223.8,WESTERN AFRICA
1367,1226923015,Stub,D. N. Dhungyel,Bhutan,0.8,SOUTH ASIA
4008,1245547606,Start,Daban Shadala,Iraq,45.5,WESTERN ASIA
558,1193622801,C,Dagmar Burešová,Czechia,10.9,EASTERN EUROPE
2638,1247408245,Stub,Dagmara Bollová,Slovakia,5.4,EASTERN EUROPE
3872,1239218290,Stub,Dagumati Venkata Krishna Reddy,India,1428.6,SOUTH ASIA
2672,1227261426,Start,Daher Ahmed Farah,Djibouti,1.1,EASTERN AFRICA
6063,1249476465,Start,Dahham ibn Dawwas,Saudi Arabia,36.9,WESTERN ASIA
2839,1244191166,GA,Dahlan Abdullah,Indonesia,278.7,SOUTHEAST ASIA
4303,1181162825,Stub,Daijiro Hashimoto,Japan,124.5,EAST ASIA
6195,1244979306,B,Dali Mpofu,South Africa,60.7,SOUTHERN AFRICA
1109,1187388657,Stub,Dalia Teišerskytė,Lithuania,2.9,NORTHERN EUROPE
1064,1193772674,Start,Dalius Čekuolis,Lithuania,2.9,NORTHERN EUROPE
4817,1214300979,Start,Damian Kratzenberg,Luxembourg,0.7,WESTERN EUROPE
6547,1244066611,Start,Damian Müller,Switzerland,8.8,WESTERN EUROPE
924,1123730836,Stub,Damien K. A. Griffith,Barbados,0.3,CARIBBEAN
1466,1245042669,C,Damir Nikšić,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
1646,1241904410,Start,Damyan Velchev,Bulgaria,6.4,EASTERN EUROPE
4814,1224034799,Stub,Dan Kersch,Luxembourg,0.7,WESTERN EUROPE
4609,1246062192,Start,Dan Muzee,Kenya,55.1,EASTERN AFRICA
6039,1168220939,Start,Dancilla Nyirarugero,Rwanda,14.1,EASTERN AFRICA
6112,1229753869,Stub,Danda Mohamed Kondeh,Sierra Leone,8.9,WESTERN AFRICA
6777,1240230934,Start,Dangatar Köpekow,Turkmenistan,7.1,CENTRAL ASIA
2375,1248115770,GA,Danica Drašković,Serbia,6.6,SOUTHERN EUROPE
6160,1139511588,Stub,Danie Hough,South Africa,60.7,SOUTHERN AFRICA
2173,1161287091,Stub,Daniel Aselo,Congo DR,102.3,MIDDLE AFRICA
5007,1242368271,Stub,Daniel Attard,Malta,0.6,SOUTHERN EUROPE
2069,1245233082,Start,Daniel García-Peña,Colombia,52.2,SOUTH AMERICA
4567,1231413918,Start,Daniel Karaba,Kenya,55.1,EASTERN AFRICA
6806,1170493208,Start,Daniel Kidega,Uganda,48.6,EASTERN AFRICA
1994,1225804893,Start,Daniel Manouchehri,Chile,20.0,SOUTH AMERICA
2210,1230882624,Start,Daniel Mukoko Samba,Congo DR,102.3,MIDDLE AFRICA
287,1187961349,Stub,Daniel Ntongi-Nzinga,Angola,36.7,MIDDLE AFRICA
5648,1246220482,Start,Daniel Okungbowa,Nigeria,223.8,WESTERN AFRICA
1685,1240877830,Stub,Daniel Ouezzin Coulibaly,Burkina Faso,22.9,WESTERN AFRICA
2098,1245235291,C,Daniel Quintero,Colombia,52.2,SOUTH AMERICA
7072,1154573139,Start,Daniel Shumba,Zimbabwe,16.7,EASTERN AFRICA
6137,1244108597,Start,Daniel Suidani,Solomon Islands,0.8,OCEANIA
1642,1227658311,Stub,Daniel Valchev,Bulgaria,6.4,EASTERN EUROPE
5182,1246620191,C,Daniil Konstantinov,Russia,146.9,EASTERN EUROPE
5618,1118324123,Stub,Danladi Mohammed,Nigeria,223.8,WESTERN AFRICA
3619,1225689289,Stub,Dansa Kourouma,Guinea,14.2,WESTERN AFRICA
4895,1210596392,Start,Danyal Balagopal Abdullah,Malaysia,33.4,SOUTHEAST ASIA
57,1247131367,Start,Daoud Naji,Afghanistan,42.4,SOUTH ASIA
5389,1194709273,Stub,Dap Izaaks,Namibia,2.6,SOUTHERN AFRICA
5509,1249147332,Start,Dapo Folorunsho Asaju,Nigeria,223.8,WESTERN AFRICA
1807,1096672232,Stub,Daran Kravanh,Cambodia,17.0,SOUTHEAST ASIA
6401,1215350670,C,Dardiri Mohammed Osman,Sudan,48.1,NORTHERN AFRICA
3068,1242232622,C,Darge Sahle Selassie,Ethiopia,126.5,EASTERN AFRICA
1091,978234421,Start,Darius Mažintas,Lithuania,2.9,NORTHERN EUROPE
4103,1222522027,Start,Darko Bratina,Italy,58.8,SOUTHERN EUROPE
5293,1246942243,C,Darko Pajović,Montenegro,0.6,SOUTHERN EUROPE
7019,1217727776,Stub,Darlington Dzikamai Chigumbu,Zimbabwe,16.7,EASTERN AFRICA
2861,1237210638,Start,Daryatmo,Indonesia,278.7,SOUTHEAST ASIA
4490,1238331800,Start,Dastan Sarygulov,Kyrgyzstan,6.8,CENTRAL ASIA
4296,1220407888,C,Date Munenari,Japan,124.5,EAST ASIA
3902,1241441440,Stub,Datla Subbaraju,India,1428.6,SOUTH ASIA
6400,1159405029,C,Daud Bolad,Sudan,48.1,NORTHERN AFRICA
2749,1238075905,Start,Daud Mohamed Omar,Somalia,18.1,EASTERN AFRICA
5594,1165025935,Stub,Dauda Kako Are,Nigeria,223.8,WESTERN AFRICA
4439,1243509938,Start,Dauren Abaev,Kazakhstan,19.9,CENTRAL ASIA
5535,1249772100,Start,David Dafinone,Nigeria,223.8,WESTERN AFRICA
6442,1228230937,C,David Dharmakeerthi,Sri Lanka,22.7,SOUTH ASIA
6151,1174702820,Stub,David Dichaba,South Africa,60.7,SOUTHERN AFRICA
5543,1249043995,C,David Edevbie,Nigeria,223.8,WESTERN AFRICA
1985,1241826912,Start,"David Henríquez (footballer, born 1977)",Chile,20.0,SOUTH AMERICA
6531,1191616390,Start,David Hess (painter),Switzerland,8.8,WESTERN EUROPE
5956,1226452943,Stub,David José Alves,Portugal,10.5,SOUTHERN EUROPE
4568,1246061725,Start,David Karithi,Kenya,55.1,EASTERN AFRICA
4162,1216755182,Start,David Levi (Italy),Italy,58.8,SOUTHERN EUROPE
2086,1222201469,Stub,David Luna Sánchez,Colombia,52.2,SOUTH AMERICA
332,1247632248,Stub,David Massiah,Antigua and Barbuda,0.1,CARIBBEAN
281,1024544204,Stub,David Mendes,Angola,36.7,MIDDLE AFRICA
6187,1247715431,C,David Mkhwanazi,South Africa,60.7,SOUTHERN AFRICA
5018,1213791591,Stub,David Paul (politician),Marshall Islands,0.1,OCEANIA
6653,1246927282,C,"David Pitt, Baron Pitt of Hampstead",Trinidad and Tobago,1.4,CARIBBEAN
4108,1242294537,C,Davide Caparini,Italy,58.8,SOUTHERN EUROPE
6162,1186373019,Start,Davidson Don Tengo Jabavu,South Africa,60.7,SOUTHERN AFRICA
928,1123554066,Stub,Davidson Ishmael,Barbados,0.3,CARIBBEAN
4583,719237570,Stub,Davidson Ngibuini Kuguru,Kenya,55.1,EASTERN AFRICA
4548,1242849928,Start,Davis Chirchir,Kenya,55.1,EASTERN AFRICA
54,1239319380,Stub,Davood Moradian,Afghanistan,42.4,SOUTH ASIA
6732,1173826642,Stub,Davut Gül,Turkey,85.6,WESTERN ASIA
3354,1248194414,C,Dawda Jawara,Gambia,2.8,WESTERN AFRICA
2134,1226333799,Stub,Dawiat Mohamed,Comoros,0.9,EASTERN AFRICA
6168,1249791603,Start,Dawid Kruiper,South Africa,60.7,SOUTHERN AFRICA
6460,1245069718,GA,Dayan Jayatilleka,Sri Lanka,22.7,SOUTH ASIA
2775,1230707703,Stub,Dayib Gurey,Somalia,18.1,EASTERN AFRICA
4573,1184861542,C,Death of Mutula Kilonzo,Kenya,55.1,EASTERN AFRICA
775,1240939624,Stub,Debendra Nath Ghosh,Bangladesh,173.5,SOUTH ASIA
4542,1246508330,Start,Deborah Mlongo Barasa,Kenya,55.1,EASTERN AFRICA
1406,1198222416,Start,Dechen Wangmo (politician),Bhutan,0.8,SOUTH ASIA
1407,1212616003,Stub,Dechen Zangmo,Bhutan,0.8,SOUTH ASIA
6453,1183509148,Stub,Deepthi Kumara Gunarathne,Sri Lanka,22.7,SOUTH ASIA
2764,977166270,Start,Deeq Sulaiman Yusuf,Somalia,18.1,EASTERN AFRICA
1090,1246139601,Start,Deividas Matulionis,Lithuania,2.9,NORTHERN EUROPE
5306,1177292473,Start,Dejan Vukšić,Montenegro,0.6,SOUTHERN EUROPE
5526,1190984573,Start,Dele Belgore,Nigeria,223.8,WESTERN AFRICA
5576,1236563572,Start,Dele Gboluga Ikengboju,Nigeria,223.8,WESTERN AFRICA
2198,1053664236,Stub,Delphin Kyubwa,Congo DR,102.3,MIDDLE AFRICA
5004,1053499445,Start,Demba Traoré (politician),Mali,23.3,WESTERN AFRICA
3072,1219872816,Start,Demelash Gebremichael,Ethiopia,126.5,EASTERN AFRICA
2443,1243523096,Start,Demetrio Castillo Duany,Cuba,11.0,CARIBBEAN
5263,1243521548,Stub,Dendeviin Terbishdagva,Mongolia,3.5,EAST ASIA
6332,1175265686,Stub,Deng Deng Akuei,South Sudan,11.1,EASTERN AFRICA
3239,1242211544,Start,Denis Clavel,France,65.9,WESTERN EUROPE
7083,1247902630,C,Denis Walker,Zimbabwe,16.7,EASTERN AFRICA
6506,1179851210,Stub,Denis de la Reussille,Switzerland,8.8,WESTERN EUROPE
2169,1235566637,C,Denis-Christel Sassou Nguesso,Congo,6.1,MIDDLE AFRICA
1636,1236772129,Stub,Denitsa Simeonova,Bulgaria,6.4,EASTERN EUROPE
4539,1105779636,C,Dennis Akumu,Kenya,55.1,EASTERN AFRICA
5016,1213069064,Start,Dennis Momotaro,Marshall Islands,0.1,OCEANIA
1016,1239094096,Start,Denys Maslov,Ukraine,36.7,EASTERN EUROPE
1021,1250192406,Start,Denys Myrgorodskyi,Ukraine,36.7,EASTERN EUROPE
3472,1246159519,Start,Despina Chatzivassiliou-Tsovilis,Greece,10.6,SOUTHERN EUROPE
3913,1242674101,Stub,Deva Varaprasad,India,1428.6,SOUTH ASIA
4909,1205996149,C,Devaki Krishnan,Malaysia,33.4,SOUTHEAST ASIA
808,1247376048,Start,Devasish Roy,Bangladesh,173.5,SOUTH ASIA
3893,1247361412,Stub,Devendra Pratap Singh (UP politician),India,1428.6,SOUTH ASIA
5423,1243242828,Start,Devi Khadka,Nepal,30.9,SOUTH ASIA
2858,1204553323,Start,Dewa Cawu,Indonesia,278.7,SOUTHEAST ASIA
834,1232078838,Start,Dewan Taimur Raja Chowdhury,Pakistan,240.5,SOUTH ASIA
6444,1249711541,Stub,Dhamma Dissanayake,Sri Lanka,22.7,SOUTH ASIA
5456,1236294046,C,Dharma Ratna Yami,Nepal,30.9,SOUTH ASIA
3851,1248644798,Stub,Dharmaraju Patsamatla,India,1428.6,SOUTH ASIA
3894,1244482185,Stub,Dharmendra Singh (politician),India,1428.6,SOUTH ASIA
4027,1243074707,C,Dhia Jafar,Iraq,45.5,WESTERN ASIA
5441,1236923553,FA,Dhir Shumsher Rana,Nepal,30.9,SOUTH ASIA
2127,1196223038,Stub,Dhoihir Dhoulkamal,Comoros,0.9,EASTERN AFRICA
5406,1223085375,Stub,Dhokal Singh Basnyat,Nepal,30.9,SOUTH ASIA
6920,1243220418,Start,Dia Nader de El-Andari,Venezuela,28.8,SOUTH AMERICA
4000,1221474604,Start,Dia al-Asadi,Iraq,45.5,WESTERN ASIA
3011,1236697683,Start,Diaa Rashwan,Egypt,105.2,NORTHERN AFRICA
3628,1178513406,C,Diallo Telli,Guinea,14.2,WESTERN AFRICA
268,1209522689,Stub,Diamantino Pedro Azevedo,Angola,36.7,MIDDLE AFRICA
5442,1213647742,Stub,Diamond Shumsher Rana,Nepal,30.9,SOUTH ASIA
6099,1236082048,Stub,Didier Dogley,Seychelles,0.1,EASTERN AFRICA
2213,1207925066,C,Didier Mumengi,Congo DR,102.3,MIDDLE AFRICA
2529,1231354870,Start,Diego Clemencín,Spain,48.3,SOUTHERN EUROPE
2531,1237178682,Start,"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",Spain,48.3,SOUTHERN EUROPE
2540,1206053852,C,"Diego Felipez de Guzmán, 1st Marquess of Leganés",Spain,48.3,SOUTHERN EUROPE
2973,1203541349,Stub,Diego Morejón,Ecuador,17.1,SOUTH AMERICA
2500,1109548816,C,Diego de Alvear y Ponce de León,Spain,48.3,SOUTHERN EUROPE
6379,1236112844,Start,Dier Tong Ngor,South Sudan,11.1,EASTERN AFRICA
3380,1165387534,Stub,Dieter Engels,Germany,84.9,WESTERN EUROPE
3412,1231353179,C,Dieter Kunzelmann,Germany,84.9,WESTERN EUROPE
4220,1230317226,Stub,Dieter Steger,Italy,58.8,SOUTHERN EUROPE
3425,1242565618,Start,Dietrich Heinrich Ludwig von Ompteda,Germany,84.9,WESTERN EUROPE
5667,1248858099,C,Dikko Umar Radda,Nigeria,223.8,WESTERN AFRICA
621,1236388140,Start,Dilara Aliyeva,Azerbaijan,10.2,WESTERN ASIA
5266,1246273574,Start,Diluwa Khutugtu Jamsrangjab,Mongolia,3.5,EAST ASIA
1667,1245818070,C,Dimitar Kovačevski,North Macedonia,1.8,SOUTHERN EUROPE
2421,1249503722,C,Dimitrije Tucović,Serbia,6.6,SOUTHERN EUROPE
5241,1171387268,Start,Dimitry Vasiliev,Russia,146.9,EASTERN EUROPE
3623,1230417967,C,Dinah Salifou,Guinea,14.2,WESTERN AFRICA
3799,1241441616,Stub,Dineshbhai Makwana,India,1428.6,SOUTH ASIA
6887,1244170639,C,Dinh Van Than,Vanuatu,0.3,OCEANIA
5976,1241073675,Stub,Diogo de Castro,Portugal,10.5,SOUTHERN EUROPE
1703,1177650766,Stub,Diongolo Traore,Burkina Faso,22.9,WESTERN AFRICA
4181,1241401796,Stub,Diotisalvi Neroni,Italy,58.8,SOUTHERN EUROPE
5539,1202540135,Start,Dipo Dina,Nigeria,223.8,WESTERN AFRICA
1290,1248580125,Start,Dirk De fauw,Belgium,11.8,WESTERN EUROPE
5845,1112714924,Stub,Diógenes Vergara,Panama,4.5,CENTRAL AMERICA
2138,1236977988,Stub,Djaffar Ahmed Said,Comoros,0.9,EASTERN AFRICA
1491,1180933919,Stub,Djalma Bastos de Morais,Brazil,204.0,SOUTH AMERICA
2683,1242429887,Stub,Djama Ali Moussa,Somalia,18.1,EASTERN AFRICA
2752,1185856641,Start,Djama Rabile Ghod,Somalia,18.1,EASTERN AFRICA
5734,1238216072,Start,Djibo Yacouba,Niger,27.2,WESTERN AFRICA
